,Gene_ID,Reactions
118,1339?,"['CYOOm2', 'CYOOm2_Neuron']"
119,1329,"['CYOOm2', 'CYOOm2_Neuron']"
120,9377,"['CYOOm2', 'CYOOm2_Neuron']"
121,1347,"['CYOOm2', 'CYOOm2_Neuron']"
122,9167?,"['CYOOm2', 'CYOOm2_Neuron']"
123,1346?,"['CYOOm2', 'CYOOm2_Neuron']"
124,1337,"['CYOOm2', 'CYOOm2_Neuron']"
125,125965,"['CYOOm2', 'CYOOm2_Neuron']"
126,1350?,"['CYOOm2', 'CYOOm2_Neuron']"
127,1345,"['CYOOm2', 'CYOOm2_Neuron']"
128,1340,"['CYOOm2', 'CYOOm2_Neuron']"
129,4513,"['CYOOm2', 'CYOOm2_Neuron']"
130,170712,"['CYOOm2', 'CYOOm2_Neuron']"
131,1349?,"['CYOOm2', 'CYOOm2_Neuron']"
132,4512?,"['CYOOm2', 'CYOOm2_Neuron']"
133,4519?,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
134,29796,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
135,10975,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
136,7381,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
137,7384,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
138,7388,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
139,7386,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
140,27089?,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
141,1537,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
142,7385,"['CYOR-u10m', 'CYOR-u10m_Neuron']"
143,56301,"['CYSGLYexR', 'CYSGLYexR_Neuron', 'CYSGLUexR', 'SERGLYexR_Int', 'CYSGLUexR_Neuron', 'SERGLNexR', 'SERGLNexR_Int', 'SERGLYexR', 'CYSGLUexR_Int', 'SERGLNexR_Neuron', 'SERGLYexR_Neuron']"
144,23428,"['CYSGLYex_Int', 'CYSGLYex']"
145,1036,"['CYSO', 'CYSO_Neuron']"
146,124935,"['VALtec_Int', 'LEUtec', 'CYStec_Int', 'LEUtec_Int', 'ILEtec', 'ILEtec_Int', 'LEUtec_Neuron', 'CYStec', 'CYStec_Neuron', 'VALtec', 'ILEtec_Neuron', 'VALtec_Neuron']"
147,51727,"['CYTK1m_Neuron', 'CYTK1m']"
148,9123,"['L-LACt2r_Int', 'D-LACt2_Int', 'D-LACt2_Neuron', 'L-LACt2r_Neuron', 'D-LACt2', 'L-LACt2r', 'PYRt2r_Int', 'PYRt2r', 'PYRt2r_Neuron']"
149,1716,"['DGNSKm_Neuron', 'DGNSKm']"
150,29958,"['DMGDHm_Neuron', 'DMGDHm']"
151,669,"['DPGase', 'PGM', 'DPGM', 'DPGase_Neuron', 'PGM_Neuron', 'DPGM_Neuron']"
152,5223,"['DPGase', 'PGM', 'DPGM', 'DPGase_Neuron', 'PGM_Neuron', 'DPGM_Neuron']"
153,7084,"['DURIK1m_Neuron', 'TMDK1m_Neuron', 'TMDK1m', 'DURIK1m']"
154,1854,"['DUTPDPm_Neuron', 'DUTPDPm']"
155,1892,"['ECOAH1m', 'ECOAH12m', 'ECOAH9m', 'PRPNCOAHYDm', 'PRPNCOAHYDm_Neuron', 'ECOAH12m_Neuron', 'ECOAH1m_Neuron', 'ECOAH9m_Neuron']"
156,2027,"['ENO', 'ENO_Neuron']"
157,2023,"['ENO', 'ENO_Neuron']"
158,2026,"['ENO', 'ENO_Neuron']"
159,2109,"['ETF_Neuron', 'ETF']"
160,2108,"['ETF_Neuron', 'ETF']"
161,2110,"['ETFQO', 'ETFQO_Neuron']"
162,1571,"['ETOHMO_Neuron', 'ETOHMO']"
163,230,"['FBA_Neuron', 'FBA']"
164,226,"['FBA_Neuron', 'FBA']"
165,2235,"['FCLTm_Neuron', 'FCLTm']"
166,4891,"['FE2t', 'Fe2t_Neuron', 'FE2t_Int']"
167,2356,"['FPGS3m_Neuron', 'FPGS7m_Neuron', 'FPGS3m', 'FPGS9m', 'FPGS2m', 'FPGS7m', 'FPGS4m', 'FPGS5m', 'FPGS4m_Neuron', 'FPGS5m_Neuron', 'FPGSm', 'FPGS6m', 'FPGS6m_Neuron', 'FPGS8m_Neuron', 'FPGSm_Neuron', 'FPGS8m', 'FPGS9m_Neuron', 'FPGS2m_Neuron']"
168,25902,"['MTHFDm_Neuron', 'MTHFDm', 'FTHFLm', 'MTHFCm_Neuron', 'MTHFCm', 'FTHFLm_Neuron']"
169,1468,"['FUMtm', 'FUMSO4tm_Neuron', 'MALtm', 'FUMtm_Neuron', 'FUMTSULtm', 'MALSO3tm_Neuron', 'MALtm_Neuron', 'MALSO4tm_Neuron', 'MALTSULtm_Neuron', 'FUMSO3tm', 'SUCCt2m', 'SUCCt2m_Neuron', 'MALTSULtm', 'FUMTSULtm_Neuron', 'FUMSO3tm_Neuron', 'MALSO4tm', 'FUMSO4tm', 'MALSO3tm']"
170,2271,"['FUMm_Neuron', 'FUMm']"
171,2820,"['G3PD2m', 'G3PD2m_Neuron']"
172,9563,"['G6PDH2r_Neuron', 'G6PDH2r']"
173,2539,"['G6PDH2r_Neuron', 'G6PDH2r']"
174,2597,"['GAPD', 'GAPD_Neuron']"
175,7915,"['GCALDDm_Neuron', 'SSALxm_Neuron', 'LCADim_Neuron', 'LCADi_Dm_Neuron', 'LCADi_Dm', 'SSALxm', 'LCADim', 'GCALDDm']"
176,4329,"['GCALDDm_Neuron', 'LCADim_Neuron', 'LCADi_Dm_Neuron', 'LCADi_Dm', 'MMSAD3m_Neuron', 'MMSAD1m', 'LCADim', 'MMSAD3m', 'MMSAD1m_Neuron', 'GCALDDm']"
177,275,"['GCC2cm', 'GCC2bim', 'GCC2am_Neuron', 'GCC2am', 'GCC2cm_Neuron', 'GCCcm_Neuron', 'GCC2bim_Neuron', 'GCCbim', 'GCCbim_Neuron', 'GCCcm', 'GCCam_Neuron', 'GCCam']"
178,2731,"['GCC2cm', 'GCC2bim', 'GCC2am_Neuron', 'GCC2am', 'GCC2cm_Neuron', 'GCCcm_Neuron', 'GCC2bim_Neuron', 'GCCbim', 'GCCbim_Neuron', 'GCCcm', 'GCCam_Neuron', 'GCCam']"
179,2653,"['GCC2cm', 'GCC2bim', 'GCC2am_Neuron', 'GCC2am', 'GCC2cm_Neuron', 'GCCcm_Neuron', 'GCC2bim_Neuron', 'GCCbim', 'GCCbim_Neuron', 'GCCcm', 'GCCam_Neuron', 'GCCam']"
180,6472,"['GHMT2rm', 'GHMT2rm_Neuron', 'GHMT3m', 'GHMT3m_Neuron']"
181,6513,"['GLCt1r_Neuron', 'GLCt1r']"
182,56606,"['GLCt1r_Neuron', 'GLCt1r']"
183,6515,"['GLCt1r_Neuron', 'GLCt1r']"
184,29988,"['GLCt1r_Neuron', 'GLCt1r']"
185,11182,"['GLCt1r_Neuron', 'GLCt1r']"
186,154091,"['GLCt1r_Neuron', 'GLCt1r']"
187,81031,"['GLCt1r_Neuron', 'GLCt1r']"
188,66035,"['GLCt1r_Neuron', 'GLCt1r']"
189,6524,"['GLCt2r', 'GLCt2r_Int']"
190,2752,['GLNS']
191,2746,"['GLUDym', 'GLUDxm_Neuron', 'GLUDym_Neuron', 'GLUDxm']"
192,2747,"['GLUDym', 'GLUDxm_Neuron', 'GLUDym_Neuron', 'GLUDxm']"
193,2744,"['GLUNm', 'GLUNm_Neuron']"
194,27165,"['GLUNm', 'GLUNm_Neuron']"
195,2639,"['GLUTCOADHm', 'GLUTCOADHm_Neuron']"
196,246213,"['GLUVESSEC_Neuron', 'GLUVESSEC']"
197,57030,"['GLUVESSEC_Neuron', 'GLUVESSEC']"
198,57084,"['PIt7', 'PIt7_Int', 'GLUVESSEC', 'PIt7_Neuron', 'GLUVESSEC_Neuron']"
199,79751,"['GLUt2m', 'GLUt2m_Neuron']"
200,83733,"['GLUt2m', 'GLUt2m_Neuron']"
201,6512,"['GLUt6', 'GLUt6_Int']"
202,6507,"['GLUt6', 'GLUt6_Int']"
203,6511,"['GLUt6', 'GLUt6_Int']"
204,6505,"['GLUt6', 'GLUt6_Int']"
205,6506,"['GLUt6', 'GLUt6_Int']"
206,9380,"['GLYCLTDym_Neuron', 'GLYCLTDym']"
207,2712,"['GLYKm_Neuron', 'GLYKm']"
208,2710,"['GLYKm_Neuron', 'GLYKm']"
209,2713,"['GLYKm_Neuron', 'GLYKm']"
210,3029,"['GLYOXm', 'GLYOXm_Neuron']"
211,5226,"['GND_Neuron', 'GND']"
212,2936,"['GTHOm_Neuron', 'GTHOm']"
213,2879,"['GTHPm', 'GTHPm_Neuron']"
214,10935,"['GTHPm', 'GTHPm_Neuron']"
215,11238,"['H2CO3Dm_Neuron', 'H2CO3Dm']"
216,361,"['H2Ot_Neuron', 'H2Ot_Int', 'H2Ot']"
217,366,"['H2Otm_Neuron', 'H2Otm', 'UREAtm', 'NH3tm_Neuron', 'LacLtm', 'UREAtm_Neuron', 'NH3tm']"
218,3028,"['HACD1m_Neuron', 'HACD9m', 'HACD1m', 'HACD9m_Neuron']"
219,3033,"['HACD1m_Neuron', 'HACD1m']"
220,27235,"['HBZOPT10m', 'HBZOPT10m_Neuron']"
221,3098,"['HEX1', 'HEX1_Neuron']"
222,2645,"['HEX1', 'HEX1_Neuron']"
223,80201,"['HEX1', 'HEX1_Neuron']"
224,3099,"['HEX1', 'HEX1_Neuron']"
225,11112,"['HIBDm_Neuron', 'HIBDm']"
226,3145,"['HMBS_Neuron', 'HMBS']"
227,3158,"['HMGCOASim_Neuron', 'HMGCOASim']"
228,54511,"['HMGLm', 'HMGLm_Neuron']"
229,7352,"['Htm_Neuron', 'Htm']"
230,9016,"['Htm_Neuron', 'Htm']"
231,9481,"['Htm_Neuron', 'Htm']"
232,3421,"['ICDHxm_Neuron', 'ICDHxm']"
233,3420,"['ICDHxm_Neuron', 'ICDHxm']"
234,3419,"['ICDHxm_Neuron', 'ICDHxm']"
235,3418,"['ICDHyrm', 'ICDHyrm_Neuron']"
236,586,"['ILETA', 'ILETA_Neuron', 'LEUTA_Neuron', 'VALTA', 'VALTA_Neuron', 'LEUTA']"
237,587,"['LEUTAm', 'VALTAm', 'ILETAm_Neuron', 'LEUTAm_Neuron', 'ILETAm', 'VALTAm_Neuron']"
238,8802,"['SUCOASm', 'MECOALm', 'MECOAS1m_Neuron', 'MECOAS1m', 'SUCOAS1m', 'ITCOALm_Neuron', 'SUCOASm_Neuron', 'ITCOAL1m', 'SUCOAS1m_Neuron', 'ITCOAL1m_Neuron', 'MECOALm_Neuron', 'ITCOALm']"
239,8801,"['MECOAS1m_Neuron', 'SUCOAS1m_Neuron', 'ITCOAL1m_Neuron', 'MECOAS1m', 'SUCOAS1m', 'ITCOAL1m']"
240,8803,"['SUCOASm', 'MECOALm', 'MECOALm_Neuron', 'ITCOALm', 'ITCOALm_Neuron', 'SUCOASm_Neuron']"
241,160287,"['LDH_L', 'LDH_L_Neuron']"
242,3945,"['LDH_L', 'LDH_L_Neuron']"
243,3939,"['LDH_L', 'LDH_L_Neuron', 'LDH_Lm', 'LDH_Lm_Neuron']"
244,3948,"['LDH_L', 'LDH_L_Neuron']"
245,56922,"['MCCCrm', 'MCCCrm_Neuron']"
246,64087,"['MCCCrm', 'MCCCrm_Neuron']"
247,4190,"['MDH_Neuron', 'MDH']"
248,4191,"['MDHm', 'MDHm_Neuron', 'SLDxm', 'SLDxm_Neuron']"
249,23417,"['MMCDm', 'MMCDm_Neuron']"
250,84693,"['MMEm_Neuron', 'MMEm']"
251,4594,"['MMMm_Neuron', 'MMMm']"
252,55967,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
253,4537?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
254,4710,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
255,4726,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
256,4717,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
257,4539?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
258,7991?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
259,4536?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
260,4712,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
261,4708?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
262,4707?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
263,4713,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
264,4706,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
265,4724,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
266,4711,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
267,51079,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
268,4698,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
269,4716?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
270,4731?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
271,4723,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
272,4540?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
273,4694,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
274,4715,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
275,4718,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
276,4535?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
277,4695,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
278,4722,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
279,126328?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
280,4704,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
281,4700,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
282,4725?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
283,4729,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
284,4705,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
285,4701,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
286,374291,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
287,4697,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
288,4702,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
289,4709?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
290,4696?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
291,4541?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
292,4728,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
293,4719,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
294,4538?,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
295,4720,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
296,4714,"['NADH2-u10m', 'NADH2-u10m_Neuron']"
297,4833,"['NDPK1m_Neuron', 'NDPK8m_Neuron', 'NDPK9m', 'NDPK6m_Neuron', 'NDPK2m_Neuron', 'NDPK6m', 'NDPK3m', 'NDPK7m', 'NDPK10m', 'NDPK9m_Neuron', 'NDPK2m', 'NDPK10m_Neuron', 'NDPK4m', 'NDPK3m_Neuron', 'NDPK7m_Neuron', 'NDPK1m', 'NDPK4m_Neuron', 'NDPK8m', 'NDPK5m_Neuron', 'NDPK5m']"
298,57127,"['NH4t3r', 'NH4t3r_Int', 'NH4t3r_Neuron']"
299,349565,"['NNATm_Neuron', 'NMNATm', 'NNATm', 'NMNATm_Neuron']"
300,56953,"['NTD1m_Neuron', 'NTD1m', 'NTD2m', 'NTD5m', 'NTD2m_Neuron', 'NTD5m_Neuron']"
301,477,"['NaKt_Neuron', 'NaKt_Int', 'NaKt']"
302,481,"['NaKt_Neuron', 'NaKt_Int', 'NaKt']"
303,480,"['NaKt_Neuron', 'NaKt_Int', 'NaKt']"
304,476,"['NaKt_Neuron', 'NaKt_Int', 'NaKt']"
305,482,"['NaKt_Neuron', 'NaKt_Int', 'NaKt']"
306,478,"['NaKt_Neuron', 'NaKt_Int', 'NaKt']"
307,483,"['NaKt_Neuron', 'NaKt_Int', 'NaKt']"
308,5019,"['OCOAT1m_Neuron', 'OCOAT1m']"
309,1629,"['OIVD3m', 'OIVD2m_Neuron', 'OIVD3m_Neuron', 'OIVD1m_Neuron', 'OIVD2m', 'OIVD1m']"
310,594?,"['OIVD3m', 'OIVD2m_Neuron', 'OIVD3m_Neuron', 'OIVD1m_Neuron', 'OIVD2m', 'OIVD1m']"
311,593,"['OIVD3m', 'OIVD2m_Neuron', 'OIVD3m_Neuron', 'OIVD1m_Neuron', 'OIVD2m', 'OIVD1m']"
312,4942,"['ORNTArm_Neuron', 'ORNTArm']"
313,1583,"['P45011A1m_Neuron', 'P45011A1m']"
314,57194,"['PEFLIP_Neuron', 'PSFLIP_Int', 'PSFLIP_Neuron', 'PSFLIPm_Neuron', 'PCFLOPm', 'PSFLIP', 'PEFLIP_Int', 'PSFLIPm', 'PCFLOPm_Neuron', 'PEFLIP', 'PEFLIPm_Neuron', 'PEFLIPm']"
315,5091,['PCm']
316,5162,"['PDHm', 'PDHm_Neuron']"
317,5161,"['PDHm', 'PDHm_Neuron']"
318,1737,"['PDHm', 'PDHm_Neuron']"
319,5160,"['PDHm', 'PDHm_Neuron']"
320,10396,"['PEFLIP_Neuron', 'PSFLIP_Int', 'PSFLIP_Neuron', 'PSFLIPm_Neuron', 'PSFLIP', 'PEFLIP_Int', 'PSFLIPm', 'PEFLIP', 'PEFLIPm_Neuron', 'PEFLIPm']"
321,10400,"['PETOHMm_hs_Neuron', 'PETOHMm_hs']"
322,5214,"['PFK', 'PFK_Neuron']"
323,5211,"['PFK', 'PFK_Neuron']"
324,5213,"['PFK', 'PFK_Neuron']"
325,26227,['PGCD']
326,2821,"['PGI_Neuron', 'PGI']"
327,5232,"['PGK_Neuron', 'PGK']"
328,5230,"['PGK_Neuron', 'PGK']"
329,348477,"['PGK_Neuron', 'PGK']"
330,25796,"['PGL_Neuron', 'PGL']"
331,5250,"['PIt2m_Neuron', 'PIt2m']"
332,10568,"['PIt7', 'PIt7_Int', 'PIt7_Neuron']"
333,6569,"['PIt7', 'PIt7_Int', 'PIt7_Neuron']"
334,80025,"['PNTKm', 'PNTKm_Neuron']"
335,5464,"['PPA', 'PPA_Neuron']"
336,27068,"['PPAm', 'PPAm_Neuron']"
337,210,"['PPBNGS', 'PPBNGS_Neuron']"
338,5095,"['PPCOACm', 'PPCOACm_Neuron']"
339,5096,"['PPCOACm', 'PPCOACm_Neuron']"
340,5498,"['PPPGOm_Neuron', 'PPPGOm']"
341,5625,"['PRO1xm_Neuron', 'PROD2m_Neuron', 'PRO1xm', 'PROD2m']"
342,29968,['PSERT']
343,5723,['PSP_L']
344,5315,"['PYK', 'PYK_Neuron']"
345,6120,"['RPE_Neuron', 'RPE']"
346,22934,"['RPI_Neuron', 'RPI']"
347,10157,"['SACCD3m_Neuron', 'SACCD4m_Neuron', 'SACCD3m', 'SACCD4m']"
348,1757,"['SARDHm', 'SARDHm_Neuron']"
349,115019,"['SO4HCOtex_Int', 'SO4HCOtex']"
350,10861,"['SO4HCOtex_Int', 'SO4HCOtex']"
351,116369,"['SO4HCOtex_Int', 'SO4HCOtex']"
352,284129,"['SO4HCOtex_Int', 'SO4HCOtex']"
353,6648,"['SPODMm', 'SPODMm_Neuron']"
354,6390,"['SUCD1m_Neuron', 'SUCD1m']"
355,6389,"['SUCD1m_Neuron', 'SUCD1m']"
356,6391,"['SUCD1m_Neuron', 'SUCD1m']"
357,6392?,"['SUCD1m_Neuron', 'SUCD1m']"
358,6821,"['SULFOX', 'SULFOX_Neuron']"
359,6888,"['TALA', 'TALA_Neuron']"
360,23530,"['THD1m_Neuron', 'THD1m']"
361,3177,"['THYMDt1', 'URIt', 'URIt_Int', 'THYMDt1_Int', 'THYMDt1_Neuron', 'URIt_Neuron']"
362,8277,"['TKT1_Neuron', 'TKT1', 'TKT2', 'TKT2_Neuron']"
363,7086,"['TKT1_Neuron', 'TKT1', 'TKT2', 'TKT2_Neuron']"
364,286016,"['TPI', 'TPI_Neuron']"
365,7167,"['TPI', 'TPI_Neuron']"
366,10587,"['TRDRm', 'TRDRm_Neuron']"
367,7390,"['UPP3S_Neuron', 'UPP3S']"
368,7389,"['UPPDC1', 'UPPDC1_Neuron']"
369,1593,"['VITD3Hm', 'VITD3Hm_Neuron', 'VITD2Hm', 'VITD2Hm_Neuron']"
370,10201,"['NDPK1_Neuron', 'NDPK1']"
371,4831,"['NDPK1_Neuron', 'NDPK1']"
372,4830,"['NDPK1_Neuron', 'NDPK1']"
373,4832,"['NDPK1_Neuron', 'NDPK1']"
374,2992,"['GLGNS1', 'GGNG', 'GGNG_Neuron', 'GLGNS1_Neuron']"
375,2997?,"['GLGNS1', 'GGNG', 'GGNG_Neuron', 'GLGNS1_Neuron']"
376,8908,"['GLGNS1', 'GGNG', 'GGNG_Neuron', 'GLGNS1_Neuron']"
377,2998?,"['GLGNS1', 'GGNG', 'GGNG_Neuron', 'GLGNS1_Neuron']"
378,2632?,"['GLBRAN_Neuron', 'GLBRAN']"
379,5837,"['GLPASE1', 'GLPASE2']"
380,5834,"['GLPASE1', 'GLPASE2']"
381,5836,"['GLPASE1', 'GLPASE2']"
382,178,"['GLDBRAN_Neuron', 'GLDBRAN']"
383,6563,"['UREAt_Int', 'UREAt_Neuron', 'UREAt']"
384,8170,"['UREAt_Int', 'UREAt_Neuron', 'UREAt']"
385,92745,"['ALAtN1', 'GLNtN1_Neuron', 'ALAtN1_Neuron', 'GLNtN1_Int', 'ALAtN1_Int', 'GLNtN1']"
386,10991,"['ALAtN1', 'GLNtN1_Neuron', 'ALAtN1_Neuron', 'GLNtN1_Int', 'ALAtN1_Int', 'GLNtN1']"
387,1152,"['CKc_Neuron', 'CKc']"
388,1158,"['CKc_Neuron', 'CKc']"
389,84706,"['ALATA_Lm_Neuron', 'ALATA_Lm', 'ALATA_L_Neuron', 'ALATA_L']"
390,2875,"['ALATA_Lm_Neuron', 'ALATA_Lm']"
391,23761,"['PSDm_hs', 'PSDm_hs_Neuron']"
392,10873,['ME2m_Neuron']
393,4200,['ME2m_Neuron']
394,3786,['Kt_Neuron']
395,3785,['Kt_Neuron']
396,5105,['PEPCK_Neuron']
