ID,Reaction,Node
H2O2t_Int,h2o2[I] <=> h2o2[cA],Astrocyte
H2Ot_Int,h2o[I] <=> h2o[cA],Astrocyte
Ht_Int,h[cA] --> h[I],Astrocyte
ILEtec_Int,ile-L[I] <=> ile-L[cA],Astrocyte
Kt1r_Int,k[I] <=> k[cA],Astrocyte
L-LACt2r_Int,h[I] + lac-L[I] <-- h[cA] + lac-L[cA],Astrocyte
LEUtec_Int,leu-L[I] <=> leu-L[cA],Astrocyte
LYStiDF_Int,lys-L[I] <=> lys-L[cA],Astrocyte
NH4t3r_Int,h[I] + nh4[cA] <=> h[cA] + nh4[I],Astrocyte
NaKt_Int,atp[cA] + h2o[cA] + 2.0 k[I] + 3.0 na1[cA] --> adp[cA] + h[cA] + 2.0 k[cA] + 3.0 na1[I] + pi[cA],Astrocyte
O2St_Int,o2s[cA] <=> o2s[I],Astrocyte
O2t_Int,o2[I] <=> o2[cA],Astrocyte
ORNtiDF_Int,orn[I] --> orn[cA],Astrocyte
PEFLIP_Int,atp[cA] + h2o[cA] + pe_hs[I] --> adp[cA] + h[cA] + pe_hs[cA] + pi[cA],Astrocyte
PIt7_Int,3.0 na1[I] + pi[I] <=> 3.0 na1[cA] + pi[cA],Astrocyte
PPAt_Int,ppa[I] --> ppa[cA],Astrocyte
PROt2r_Int,h[I] + pro-L[I] <=> h[cA] + pro-L[cA],Astrocyte
PSFLIP_Int,atp[cA] + h2o[cA] + ps_hs[I] --> adp[cA] + h[cA] + pi[cA] + ps_hs[cA],Astrocyte
PYRt2r_Int,h[I] + pyr[I] --> h[cA] + pyr[cA],Astrocyte
SARCStex_Int,sarcs[I] <=> sarcs[cA],Astrocyte
SERGLNexR_Int,gln-L[cA] + ser-L[I] --> gln-L[I] + ser-L[cA],Astrocyte
SERGLYexR_Int,gly[cA] + ser-L[I] <=> gly[I] + ser-L[cA],Astrocyte
SERt4_Int,na1[I] + ser-L[I] --> na1[cA] + ser-L[cA],Astrocyte
SO4HCOtex_Int,2.0 hco3[cA] + so4[I] --> 2.0 hco3[I] + so4[cA],Astrocyte
TCYNTt_Int,tcynt[cA] --> tcynt[I],Astrocyte
THYMDt1_Int,thymd[I] --> thymd[cA],Astrocyte
URIt_Int,uri[I] <=> uri[cA],Astrocyte
VALtec_Int,val-L[I] <=> val-L[cA],Astrocyte
UREAt_Int,urea[I] <=> urea[cA],Astrocyte
GLNtN1_Int,gln-L[I] + h[cA] + na1[I] <=> gln-L[cA] + h[I] + na1[cA],Astrocyte
ALAtN1_Int,ala-L[I] --> ala-L[cA],Astrocyte
EX_NACASPt_Int,Nacasp[I] -->,Exchange
DM_10fthf5glu_Neuron,10fthf5glu[cN] -->,Terminal
DM_10fthf6glu_Neuron,10fthf6glu[cN] -->,Terminal
DM_10fthf7glu_Neuron,10fthf7glu[cN] -->,Terminal
DM_5thf_Neuron,5thf[cN] -->,Terminal
DM_6dhf_Neuron,6dhf[cN] -->,Terminal
DM_6thf_Neuron,6thf[cN] -->,Terminal
DM_7dhf_Neuron,7dhf[cN] -->,Terminal
DM_7thf_Neuron,7thf[cN] -->,Terminal
DM_ahcys_Neuron,ahcys[cN] -->,Terminal
DM_atp(c)_Neuron,atp[cN] + h2o[cN] --> adp[cN] + h[cN] + pi[cN],Terminal
DM_fald_Neuron,fald[cN] -->,Terminal
DM_for_Neuron,for[cN] -->,Terminal
DM_pheme(c)_Neuron,pheme[cN] -->,Terminal
DM_q10(m)_Neuron,q10[mN] -->,Terminal
DM_thf(c)_Neuron,thf[cN] -->,Terminal
EX_pe_hs(e)_Neuron,pe_hs[I] -->,Exchange
EX_ps_hs(e)_Neuron,ps_hs[I] -->,Exchange
sink_4hpro-LT(m)_Neuron,4hpro-LT[mN] -->,Terminal
sink_amet_Neuron,amet[cN] -->,Terminal
sink_decdp_Neuron,decdp[cN] -->,Terminal
sink_dhf(c)_Neuron,dhf[cN] -->,Terminal
sink_dmgly_Neuron,dmgly[cN] -->,Terminal
sink_tyr-L(m)_Neuron,tyr-L[mN] -->,Terminal
10FTHF5GLUtm_Neuron,10fthf5glu[mN] --> 10fthf5glu[cN],Neuron
10FTHF6GLUtm_Neuron,10fthf6glu[mN] --> 10fthf6glu[cN],Neuron
10FTHF7GLUtm_Neuron,10fthf7glu[mN] --> 10fthf7glu[cN],Neuron
10FTHFtm_Neuron,10fthf[cN] <=> 10fthf[mN],Neuron
"1a,24,25VITD2Hm_Neuron",2425dhvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd2[mN] + h2o[mN] + nadp[mN],Neuron
"1a,24,25VITD3Hm_Neuron",2425dhvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd3[mN] + h2o[mN] + nadp[mN],Neuron
"1a,25VITD2Hm_Neuron",1a25dhvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd2[mN] + h2o[mN] + nadp[mN],Neuron
"1a,25VITD3Hm_Neuron",1a25dhvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a2425thvitd3[mN] + h2o[mN] + nadp[mN],Neuron
"24,25VITD2Hm_Neuron",25hvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 2425dhvitd2[mN] + h2o[mN] + nadp[mN],Neuron
"24,25VITD3Hm_Neuron",25hvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 2425dhvitd3[mN] + h2o[mN] + nadp[mN],Neuron
25HVITD2t_Neuron,25hvitd2[cN] --> 25hvitd2[I],Neuron
25HVITD2tin_Neuron,25hvitd2[I] --> 25hvitd2[cN],Neuron
25HVITD2tin_m_Neuron,25hvitd2[cN] --> 25hvitd2[mN],Neuron
25HVITD2tm_Neuron,25hvitd2[mN] --> 25hvitd2[cN],Neuron
25HVITD3t_Neuron,25hvitd3[cN] --> 25hvitd3[I],Neuron
25HVITD3tin_Neuron,25hvitd3[I] --> 25hvitd3[cN],Neuron
25HVITD3tin_m_Neuron,25hvitd3[cN] --> 25hvitd3[mN],Neuron
25HVITD3tm_Neuron,25hvitd3[mN] --> 25hvitd3[cN],Neuron
25VITD2Hm_Neuron,25hvitd2[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a25dhvitd2[mN] + h2o[mN] + nadp[mN],Neuron
25VITD3Hm_Neuron,25hvitd3[mN] + h[mN] + nadph[mN] + o2[mN] --> 1a25dhvitd3[mN] + h2o[mN] + nadp[mN],Neuron
2AMADPTm_Neuron,L2aadp[cN] + akg[mN] <=> L2aadp[mN] + akg[cN],Neuron
2OXOADOXm_Neuron,2oxoadp[mN] + coa[mN] + nad[mN] --> co2[mN] + glutcoa[mN] + nadh[mN],Neuron
2OXOADPTm_Neuron,2oxoadp[cN] + akg[mN] <=> 2oxoadp[mN] + akg[cN],Neuron
34HPLFM_Neuron,34hpp[mN] + h[mN] + nadh[mN] --> 34hpl[mN] + nad[mN],Neuron
3AIBTm_Neuron,2mop[mN] + glu-L[mN] <=> 3aib[mN] + akg[mN],Neuron
3AIBt_Neuron,3aib[cN] --> 3aib[I],Neuron
3AIBtm_Neuron,3aib[mN] --> 3aib[cN],Neuron
3DPHBH1_Neuron,3dphb[mN] + h[mN] + nadh[mN] + o2[mN] --> 3dpdhb[mN] + h2o[mN] + nad[mN],Neuron
3DPHBH2_Neuron,3dphb[mN] + h[mN] + nadph[mN] + o2[mN] --> 3dpdhb[mN] + h2o[mN] + nadp[mN],Neuron
3HBCDm_Neuron,b2coa[mN] + h2o[mN] <=> 3hbcoa-R[mN],Terminal
3HBCOAHLm_Neuron,3hibutcoa[mN] + h2o[mN] --> 3hmp[mN] + coa[mN] + h[mN],Neuron
3SALAASPm_Neuron,3sala[mN] + asp-L[cN] <=> 3sala[cN] + asp-L[mN],Neuron
3SALATAim_Neuron,3sala[mN] + akg[mN] + h[mN] --> 3snpyr[mN] + glu-L[mN],Neuron
3SPYRSPm_Neuron,3snpyr[mN] + h2o[mN] --> h[mN] + pyr[mN] + so3[mN],Neuron
4ABUTtm_Neuron,4abut[cN] <=> 4abut[mN],Neuron
4HBZCOAFm_Neuron,coa[mN] + coucoa[mN] + h2o[mN] + nad[mN] --> 4hbzcoa[mN] + accoa[mN] + h[mN] + nadh[mN],Neuron
4HBZFm_Neuron,4hbzcoa[mN] + h2o[mN] --> 4hbz[mN] + coa[mN] + h[mN],Neuron
4HGLSDm_Neuron,4hglusa[mN] + h2o[mN] + nad[mN] <=> e4hglu[mN] + 2.0 h[mN] + nadh[mN],Terminal
5AOPtm_Neuron,5aop[cN] <=> 5aop[mN],Neuron
5HOXINDACTOXm_Neuron,5hoxindact[mN] + h2o[mN] + nad[mN] --> 5hoxindoa[mN] + 2.0 h[mN] + nadh[mN],Neuron
5THFtm_Neuron,5thf[mN] --> 5thf[cN],Neuron
6DHFtm_Neuron,6dhf[mN] --> 6dhf[cN],Neuron
6THFtm_Neuron,6thf[mN] --> 6thf[cN],Neuron
7DHFtm_Neuron,7dhf[mN] --> 7dhf[cN],Neuron
7THFtm_Neuron,7thf[mN] --> 7thf[cN],Neuron
AACOAT_Neuron,acac[cN] + atp[cN] + coa[cN] --> aacoa[cN] + amp[cN] + ppi[cN],Neuron
AACTOOR_Neuron,aact[cN] + h2o[cN] + o2[cN] --> h2o2[cN] + mthgxl[cN] + nh4[cN],Neuron
AACTtm_Neuron,aact[mN] --> aact[cN],Neuron
AASAD3m_Neuron,L2aadp6sa[mN] + h2o[mN] + nad[mN] --> L2aadp[mN] + 2.0 h[mN] + nadh[mN],Neuron
AATAi_Neuron,L2aadp[cN] + akg[cN] --> 2oxoadp[cN] + glu-L[cN],Neuron
ABTArm_Neuron,4abut[mN] + akg[mN] <=> glu-L[mN] + sucsal[mN],Neuron
ABUTt2r_Neuron,4abut[I] + h[I] <=> 4abut[cN] + h[cN],Neuron
ACACT10m_Neuron,2maacoa[mN] + coa[mN] <=> accoa[mN] + ppcoa[mN],Neuron
ACACT1r_Neuron,2.0 accoa[cN] <=> aacoa[cN] + coa[cN],Neuron
ACACT1rm_Neuron,2.0 accoa[mN] <=> aacoa[mN] + coa[mN],Neuron
ACACt2_Neuron,acac[I] + h[I] --> acac[cN] + h[cN],Neuron
ACACt2m_Neuron,acac[cN] + h[cN] <=> acac[mN] + h[mN],Neuron
ACALDt_Neuron,acald[I] <=> acald[cN],Neuron
ACALDtm_Neuron,acald[mN] <=> acald[cN],Neuron
ACCOALm_Neuron,atp[mN] + coa[mN] + ppa[mN] --> amp[mN] + ppcoa[mN] + ppi[mN],Neuron
ACOAD10m_Neuron,2mbcoa[mN] + fad[mN] --> 2mb2coa[mN] + fadh2[mN],Neuron
ACOAD1fm_Neuron,btcoa[mN] + fad[mN] --> b2coa[mN] + fadh2[mN],Neuron
ACOAD8m_Neuron,fad[mN] + ivcoa[mN] --> 3mb2coa[mN] + fadh2[mN],Neuron
ACOAD9m_Neuron,fad[mN] + ibcoa[mN] --> 2mp2coa[mN] + fadh2[mN],Neuron
ACONTm_Neuron,cit[mN] <=> icit[mN],Neuron
ACRNtm_Neuron,acrn[cN] --> acrn[mN],Neuron
ACSm_Neuron,ac[mN] + atp[mN] + coa[mN] --> accoa[mN] + amp[mN] + ppi[mN],Neuron
ACYP_Neuron,13dpg[cN] + h2o[cN] --> 3pg[cN] + h[cN] + pi[cN],Neuron
ACt2m_Neuron,ac[cN] + h[cN] <=> ac[mN] + h[mN],Neuron
ADCim_Neuron,acac[mN] + h[mN] --> acetone[mN] + co2[mN],Neuron
ADK1_Neuron,amp[cN] + atp[cN] --> 2.0 adp[cN],Neuron
ADK1m_Neuron,amp[mN] + atp[mN] <=> 2.0 adp[mN],Neuron
ADK3m_Neuron,amp[mN] + gtp[mN] <=> adp[mN] + gdp[mN],Neuron
ADPRDPm_Neuron,adprib[mN] + h2o[mN] --> amp[mN] + 2.0 h[mN] + r5p[mN],Neuron
AGMTm_Neuron,agm[mN] + h2o[mN] --> ptrc[mN] + urea[mN],Neuron
AGPRim_Neuron,acg5p[mN] + h[mN] + nadph[mN] --> acg5sa[mN] + nadp[mN] + pi[mN],Neuron
AGTim_Neuron,ala-L[mN] + glx[mN] --> gly[mN] + pyr[mN],Neuron
AKGDm_Neuron,akg[mN] + coa[mN] + nad[mN] --> co2[mN] + nadh[mN] + succoa[mN],Terminal
AKGMALtm_Neuron,akg[mN] + mal-L[cN] <=> akg[cN] + mal-L[mN],Neuron
ALASm_Neuron,gly[mN] + h[mN] + succoa[mN] --> 5aop[mN] + co2[mN] + coa[mN],Neuron
ALCD2if_Neuron,etoh[cN] + nad[cN] --> acald[cN] + h[cN] + nadh[cN],Neuron
ALCD2yf_Neuron,etoh[cN] + nadp[cN] --> acald[cN] + h[cN] + nadph[cN],Neuron
ALDD20xm_Neuron,h2o[mN] + id3acald[mN] + nad[mN] --> 2.0 h[mN] + ind3ac[mN] + nadh[mN],Neuron
ALDD2x_Neuron,acald[cN] + h2o[cN] + nad[cN] --> ac[cN] + 2.0 h[cN] + nadh[cN],Neuron
ALDD2xm_Neuron,acald[mN] + h2o[mN] + nad[mN] --> ac[mN] + 2.0 h[mN] + nadh[mN],Neuron
ALDD2y_Neuron,acald[cN] + h2o[cN] + nadp[cN] --> ac[cN] + 2.0 h[cN] + nadph[cN],Neuron
ALR_Neuron,h2o[cN] + mthgxl[cN] + nadp[cN] --> 2.0 h[cN] + nadph[cN] + pyr[cN],Neuron
AMETt2m_Neuron,ahcys[mN] + amet[cN] <=> ahcys[cN] + amet[mN],Neuron
AOBUTDsm_Neuron,2aobut[mN] + h[mN] --> aact[mN] + co2[mN],Neuron
APAT2rm_Neuron,akg[mN] + ala-B[mN] <=> glu-L[mN] + msa[mN],Neuron
APOC_LYS_BTNPm_Neuron,apoC-Lys_btn[mN] + h2o[mN] --> apoC[mN] + biocyt[mN],Neuron
APOCFm_Neuron,apoC[mN] + lys-L[mN] --> apoC-Lys[mN] + h2o[mN] + h[mN],Neuron
ARGDCm_Neuron,arg-L[mN] + h[mN] --> agm[mN] + co2[mN],Neuron
ARGtiDF_Neuron,arg-L[I] --> arg-L[cN],Neuron
ARGtm_Neuron,arg-L[cN] + h[mN] <=> arg-L[mN] + h[cN],Neuron
ASNNm_Neuron,asn-L[mN] + h2o[mN] --> asp-L[mN] + nh4[mN],Neuron
ASNt4_Neuron,asn-L[I] + na1[I] --> asn-L[cN] + na1[cN],Neuron
ASNtm_Neuron,asn-L[cN] --> asn-L[mN],Neuron
ASPGLUm_Neuron,asp-L[mN] + glu-L[cN] + h[cN] --> asp-L[cN] + glu-L[mN] + h[mN],Neuron
ASPNATm_Neuron,accoa[mN] + asp-L[mN] --> Nacasp[mN] + coa[mN] + h[mN],Neuron
ASPTA_Neuron,akg[cN] + asp-L[cN] <=> glu-L[cN] + oaa[cN],Neuron
ASPTAm_Neuron,akg[mN] + asp-L[mN] <=> glu-L[mN] + oaa[mN],Neuron
ATPS4m_Neuron,adp[mN] + 4.0 h[cN] + pi[mN] --> atp[mN] + h2o[mN] + 3.0 h[mN],Neuron
ATPtm_Neuron,adp[cN] + atp[mN] --> adp[mN] + atp[cN],Neuron
BACCLm_Neuron,atp[mN] + btn[mN] + h[mN] --> btamp[mN] + ppi[mN],Neuron
BALAVECSEC_Neuron,3.0 ala-B[cN] + atp[cN] + h2o[cN] --> adp[cN] + 3.0 ala-B[I] + h[cN] + pi[cN],Neuron
BALAtmr_Neuron,ala-B[cN] <=> ala-B[mN],Neuron
BAMPPALDOXm_Neuron,bamppald[mN] + h2o[mN] + nad[mN] --> ala-B[mN] + 2.0 h[mN] + nadh[mN],Neuron
BDHm_Neuron,bhb[mN] + nad[mN] <=> acac[mN] + h[mN] + nadh[mN],Neuron
BETALDHxm_Neuron,betald[mN] + h2o[mN] + nad[mN] --> glyb[mN] + 2.0 h[mN] + nadh[mN],Neuron
BHBt_Neuron,bhb[I] + h[I] --> bhb[cN] + h[cN],Neuron
BHBtm_Neuron,bhb[cN] + h[cN] <=> bhb[mN] + h[mN],Neuron
BTNDm_Neuron,biocyt[mN] + h2o[mN] --> btn[mN] + lys-L[mN],Terminal
BTNPLm_Neuron,apoC-Lys[mN] + btamp[mN] --> amp[mN] + apoC-Lys_btn[mN] + h[mN],Neuron
BTNt2_Neuron,btn[I] + h[I] <=> btn[cN] + h[cN],Neuron
BTNt2m_Neuron,btn[cN] + h[cN] <=> btn[mN] + h[mN],Neuron
BTNt4i_Neuron,btn[I] + h[cN] --> btn[cN] + h[I],Neuron
C160CPT2_Neuron,coa[mN] + pmtcrn[mN] --> crn[mN] + pmtcoa[mN],Neuron
C160CRNt_Neuron,pmtcrn[cN] --> pmtcrn[mN],Neuron
C204CPT2_Neuron,arachdcrn[mN] + coa[mN] --> arachdcoa[mN] + crn[mN],Neuron
C226CPT2_Neuron,c226crn[mN] + coa[mN] --> c226coa[mN] + crn[mN],Neuron
C2M26DCOAHLm_Neuron,c2m26dcoa[mN] + h2o[mN] <=> 3h26dm5coa[mN],Neuron
CATm_Neuron,2.0 h2o2[mN] --> 2.0 h2o[mN] + o2[mN],Neuron
CBL2tm_Neuron,cbl2[cN] --> cbl2[mN],Neuron
CBLATm_Neuron,atp[mN] + cbl1[mN] + h[mN] <=> adocbl[mN] + pppi[mN],Neuron
CDPDAGtm_Neuron,cdpdag_hs[cN] <=> cdpdag_hs[mN],Neuron
CDSm_Neuron,ctp[mN] + h[mN] + pa_hs[mN] --> cdpdag_hs[mN] + ppi[mN],Neuron
CHSTEROLt3_Neuron,chsterol[cN] <=> chsterol[mN],Neuron
CITRtm_Neuron,citr-L[mN] <=> citr-L[cN],Neuron
CITtam_Neuron,cit[cN] + mal-L[mN] <=> cit[mN] + mal-L[cN],Neuron
CITtbm_Neuron,cit[cN] + pep[mN] <=> cit[mN] + pep[cN],Neuron
CK_Neuron,atp[mN] + creat[mN] <=> adp[mN] + pcreat[mN],Neuron
CO2t_Neuron,co2[I] <=> co2[cN],Neuron
CO2tm_Neuron,co2[cN] <=> co2[mN],Neuron
COQ3m_Neuron,2dpmhobq[mN] + amet[mN] --> ahcys[mN] + h[mN] + q10[mN],Neuron
COQ5m_Neuron,2dp6mobq[mN] + amet[mN] --> 2dp6mobq_me[mN] + ahcys[mN] + h[mN],Neuron
COQ6m_Neuron,2dp6mep[mN] + o2[mN] --> 2dp6mobq[mN] + h2o[mN],Neuron
COQ7m_Neuron,2dp6mobq_me[mN] + h[mN] + nadph[mN] + o2[mN] --> 2dpmhobq[mN] + h2o[mN] + nadp[mN],Neuron
COUCOAFm_Neuron,T4hcinnm[mN] + atp[mN] + coa[mN] --> amp[mN] + coucoa[mN] + ppi[mN],Neuron
CPPPGO_Neuron,cpppg3[cN] + 2.0 h[cN] + o2[cN] --> 2.0 co2[cN] + 2.0 h2o[cN] + pppg9[cN],Neuron
CRNt_Neuron,crn[I] <=> crn[cN],Neuron
CRNtim_Neuron,crn[mN] --> crn[cN],Neuron
CSNAT2m_Neuron,coa[mN] + pcrn[mN] <=> crn[mN] + ppcoa[mN],Neuron
CSNATm_Neuron,acrn[mN] + coa[mN] <=> accoa[mN] + crn[mN],Neuron
CSm_Neuron,accoa[mN] + h2o[mN] + oaa[mN] --> cit[mN] + coa[mN] + h[mN],Neuron
CYANSTm_Neuron,cyan[mN] + tsul[mN] --> h[mN] + so3[mN] + tcynt[mN],Neuron
CYANt_Neuron,cyan[I] <=> cyan[cN],Neuron
CYANtm_Neuron,cyan[cN] <=> cyan[mN],Neuron
CYOOm2_Neuron,4.0 focytC[mN] + 8.0 h[mN] + o2[mN] --> 4.0 ficytC[mN] + 2.0 h2o[mN] + 4.0 h[cN],Neuron
CYOR-u10m_Neuron,2.0 ficytC[mN] + 2.0 h[mN] + q10h2[mN] --> 2.0 focytC[mN] + 4.0 h[cN] + q10[mN],Neuron
CYSGLUexR_Neuron,cys-L[I] + gln-L[cN] --> cys-L[cN] + gln-L[I],Neuron
CYSGLYexR_Neuron,cys-L[cN] + gly[I] <=> cys-L[I] + gly[cN],Neuron
CYSO_Neuron,cys-L[cN] + o2[cN] --> 3sala[cN] + 2.0 h[cN],Neuron
CYSTAm_Neuron,akg[mN] + cys-L[mN] <=> glu-L[mN] + mercppyr[mN],Neuron
CYStec_Neuron,cys-L[I] <=> cys-L[cN],Neuron
CYTK1m_Neuron,atp[mN] + cmp[mN] <=> adp[mN] + cdp[mN],Neuron
D-LACt2_Neuron,h[I] + lac-D[I] <=> h[cN] + lac-D[cN],Neuron
D-LACtm_Neuron,h[cN] + lac-D[cN] <=> h[mN] + lac-D[mN],Neuron
DDPGAm_Neuron,4h2oglt[mN] <=> glx[mN] + pyr[mN],Neuron
DECDPtm_Neuron,decdp[cN] <=> decdp[mN],Neuron
DGNSKm_Neuron,atp[mN] + dgsn[mN] --> adp[mN] + dgmp[mN] + h[mN],Neuron
DGSNt_Neuron,dgsn[I] <=> dgsn[cN],Neuron
DGSNtm_Neuron,dgsn[cN] <=> dgsn[mN],Neuron
DHDPBMTm_Neuron,3dpdhb[mN] + amet[mN] --> 3dpdhb_me[mN] + ahcys[mN] + h[mN],Neuron
DHFtm_Neuron,dhf[cN] <=> dhf[mN],Neuron
DMGDHm_Neuron,dmgly[mN] + fad[mN] + h2o[mN] --> fadh2[mN] + fald[mN] + sarcs[mN],Neuron
DMGtm_Neuron,dmgly[cN] <=> dmgly[mN],Neuron
DPGM_Neuron,13dpg[cN] --> 23dpg[cN] + h[cN],Neuron
DPGase_Neuron,23dpg[cN] + h2o[cN] --> 3pg[cN] + pi[cN],Neuron
DPHMBDCm_Neuron,3dpdhb_me[mN] + h[mN] --> 2dp6mep[mN] + co2[mN],Neuron
DURIK1m_Neuron,atp[mN] + duri[mN] --> adp[mN] + dump[mN] + h[mN],Neuron
DURIt_Neuron,duri[I] <=> duri[cN],Neuron
DUTPDPm_Neuron,dutp[mN] + h2o[mN] --> dump[mN] + h[mN] + ppi[mN],Neuron
ECOAH12m_Neuron,2mp2coa[mN] + h2o[mN] <=> 3hibutcoa[mN],Neuron
ECOAH1m_Neuron,3hbcoa[mN] <=> b2coa[mN] + h2o[mN],Neuron
ECOAH9m_Neuron,2mb2coa[mN] + h2o[mN] <=> 3hmbcoa[mN],Neuron
EHGLAT2m_Neuron,e4hglu[mN] + oaa[mN] --> 4h2oglt[mN] + asp-L[mN],Neuron
EHGLATm_Neuron,akg[mN] + e4hglu[mN] --> 4h2oglt[mN] + glu-L[mN],Neuron
ENO_Neuron,2pg[cN] <=> h2o[cN] + pep[cN],Neuron
ETF_Neuron,etfox[mN] + fadh2[mN] --> etfrd[mN] + fad[mN],Neuron
ETFQO_Neuron,etfrd[mN] + q10[mN] --> etfox[mN] + q10h2[mN],Neuron
ETOHMO_Neuron,etoh[cN] + h[cN] + nadph[cN] + o2[cN] --> acald[cN] + 2.0 h2o[cN] + nadp[cN],Neuron
ETOHt_Neuron,etoh[I] <=> etoh[cN],Neuron
FALDtm_Neuron,fald[mN] <=> fald[cN],Neuron
FBA_Neuron,fdp[cN] <=> dhap[cN] + g3p[cN],Neuron
FCLTm_Neuron,fe2[mN] + ppp9[mN] --> 2.0 h[mN] + pheme[mN],Neuron
FE2tm_Neuron,fe2[cN] + h[cN] --> fe2[mN] + h[mN],Neuron
FORt2m_Neuron,for[mN] <=> for[cN],Neuron
FPGS2m_Neuron,5thf[mN] + atp[mN] + glu-L[mN] --> 6thf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS3m_Neuron,6thf[mN] + atp[mN] + glu-L[mN] --> 7thf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS4m_Neuron,4.0 atp[mN] + dhf[mN] + 4.0 glu-L[mN] --> 5dhf[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],Neuron
FPGS5m_Neuron,5dhf[mN] + atp[mN] + glu-L[mN] --> 6dhf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS6m_Neuron,6dhf[mN] + atp[mN] + glu-L[mN] --> 7dhf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS7m_Neuron,10fthf[mN] + 4.0 atp[mN] + 4.0 glu-L[mN] --> 10fthf5glu[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],Neuron
FPGS8m_Neuron,10fthf5glu[mN] + atp[mN] + glu-L[mN] --> 10fthf6glu[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS9m_Neuron,10fthf6glu[mN] + atp[mN] + glu-L[mN] --> 10fthf7glu[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGSm_Neuron,4.0 atp[mN] + 4.0 glu-L[mN] + thf[mN] --> 5thf[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],Neuron
FTHFLm_Neuron,atp[mN] + for[mN] + thf[mN] <=> 10fthf[mN] + adp[mN] + pi[mN],Neuron
FUMSO3tm_Neuron,fum[cN] + so3[mN] <=> fum[mN] + so3[cN],Neuron
FUMSO4tm_Neuron,fum[cN] + so4[mN] <=> fum[mN] + so4[cN],Neuron
FUMTSULtm_Neuron,fum[cN] + tsul[mN] <=> fum[mN] + tsul[cN],Neuron
