ID,Centrality,Optimality,recon3_genes,Lewis2010_genes,VMH_gene_IDs,KEGG_genes,Name,Reaction,Node type
APOCLYSBTNPmNeuron,0.14044132244051127,3.7964940044633093e-17,,,NA,NA,"proteolysis of apoC-Lys-btn, mitochondrial Neuron",apoC-Lys_btn[mN] + h2o[mN] --> apoC[mN] + biocyt[mN],Neuron
APOCFmNeuron,0.5213388954451961,0.24683119087704608,,,NA,NA,"Apocarboxylase formation, mitochondrial Neuron",apoC[mN] + lys-L[mN] --> apoC-Lys[mN] + h2o[mN] + h[mN],Neuron
APOCFmNeuron,0.5213388954451961,0.24683119087704608,,,NA,NA,"Apocarboxylase formation, mitochondrial Neuron",apoC[mN] + lys-L[mN] --> apoC-Lys[mN] + h2o[mN] + h[mN],Neuron
ARGDCmNeuron,0.4656579939304202,4.17614340490964e-16,113451,113451,NA,NA,arginine decarboxylase (m) Neuron,arg-L[mN] + h[mN] --> agm[mN] + co2[mN],Neuron
ARGtiDFNeuron,0.005084391608606747,0,NA,"6541, 84889",NA,NA,L-arginine transport via diffusion (extracellular to cytosol) Neuron,arg-L[I] --> arg-L[cN],Neuron
ARGtmNeuron,0.6095809644177809,9.0166732606003594e-17,"83884, 10166",83884,NA,NA,arginine mitochondrial transport via ornithine carrier Neuron,arg-L[cN] + h[mN] <=> arg-L[mN] + h[cN],Neuron
ASNNmNeuron,0.1502802315359996,7.592988008926619e-17,80150,80150,NA,NA,L-asparaginase (mitochondrial) Neuron,asn-L[mN] + h2o[mN] --> asp-L[mN] + nh4[mN],Neuron
ASNt4Neuron,0.00879809952410012,0.16135807451028,"11254, 57393, 59272, 54407, 340024, 81539, 55089","11254, 81539, 54407",NA,NA,L-asparagine transport in via sodium symport Neuron,asn-L[I] + na1[I] --> asn-L[cN] + na1[cN],Neuron
ASNtmNeuron,0.006550699332453666,0,,,NA,NA,"L-asparagine transport, mitochondrial Neuron",asn-L[cN] --> asn-L[mN],Neuron
ASPGLUmNeuron,0.6341770510986168,0.40833999354103706,"10165, 8604","10165, 8604",NA,NA,aspartate-glutamate mitochondrial shuttle Neuron,asp-L[mN] + glu-L[cN] + h[cN] --> asp-L[cN] + glu-L[mN] + h[mN],Neuron
ASPNATmNeuron,0.5723899265202667,1.2813167265063668e-16,,,NA,NA,"aspartate N-acetyltransferase, mitochondrial Neuron",accoa[mN] + asp-L[mN] --> Nacasp[mN] + coa[mN] + h[mN],Neuron
ASPTANeuron,0.004445483848472197,0.4083399935410369,"2805, 2806",2805,NA,NA,aspartate transaminase Neuron,akg[cN] + asp-L[cN] <=> glu-L[cN] + oaa[cN],Neuron
ASPTAmNeuron,0.02317055516790652,0.4083399935410369,2806,2806,NA,NA,aspartate transaminase Neuron,akg[mN] + asp-L[mN] <=> glu-L[mN] + oaa[mN],Neuron
ASPTAmNeuron,0.02317055516790652,0.4083399935410369,"2805, 2806",2806,NA,NA,aspartate transaminase Neuron,akg[mN] + asp-L[mN] <=> glu-L[mN] + oaa[mN],Neuron
ATPtmNeuron,0.04990351094063163,0.8581238802303919,"292, 291, 293","292, 291, 293",NA,NA,"ADP/ATP transporter, mitochondrial Neuron",adp[cN] + atp[mN] --> adp[mN] + atp[cN],Neuron
BACCLmNeuron,0.4845533197422776,2.3728087527895683e-18,3141,3141,NA,NA,"biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial Neuron",atp[mN] + btn[mN] + h[mN] --> btamp[mN] + ppi[mN],Neuron
BACCLmNeuron,0.4845533197422776,2.3728087527895683e-18,3141,3141,NA,NA,"biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial Neuron",atp[mN] + btn[mN] + h[mN] --> btamp[mN] + ppi[mN],Neuron
BALAVECSECNeuron,0.12035053211543054,3.0371952035706474e-16,140679,140679,NA,NA,B-alanine secretion via secretory vesicle (ATP driven) Neuron,3.0 ala-B[cN] + atp[cN] + h2o[cN] --> adp[cN] + 3.0 ala-B[I] + h[cN] + pi[cN],Neuron
BALAtmrNeuron,0.006166778783259378,0,,,NA,NA,Beta-alanine reversible mitochondrial transport (diffusion) Neuron,ala-B[cN] <=> ala-B[mN],Neuron
BAMPPALDOXmNeuron,0.5353671074064636,2.847370503347482e-17,"8854, 8854, 501, 224, 223, 8854, 216","8659, 219, 217",NA,NA,beta-Aminopropion aldehyde:NAD+ oxidoreductase (m) Neuron,bamppald[mN] + h2o[mN] + nad[mN] --> ala-B[mN] + 2.0 h[mN] + nadh[mN],Neuron
BDHmNeuron,0.46357532050095696,1.2813167265063668e-16,"622, 622, 622",622,NA,NA,(R)-3-Hydroxybutanoate:NAD+ oxidoreductase Neuron,bhb[mN] + nad[mN] <=> acac[mN] + h[mN] + nadh[mN],Neuron
BETALDHxmNeuron,0.5317786162794549,9.491235011158273e-18,,,NA,NA,"betaine-aldehyde dehydrogenase, mitochondrial Neuron",betald[mN] + h2o[mN] + nad[mN] --> glyb[mN] + 2.0 h[mN] + nadh[mN],Neuron
BHBtNeuron,0.12735931642455345,0.13622865829905514,,,NA,NA,(R)-3-Hydroxybutanoate transport via H+ symport Neuron,bhb[I] + h[I] --> bhb[cN] + h[cN],Neuron
BHBtmNeuron,0.6020573404308102,1.2338605514505756e-16,,,NA,NA,(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport Neuron,bhb[cN] + h[cN] <=> bhb[mN] + h[mN],Neuron
BHBtmNeuron,0.6020573404308102,1.2338605514505756e-16,,,NA,NA,(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport Neuron,bhb[cN] + h[cN] <=> bhb[mN] + h[mN],Neuron
BTNDmNeuron,0.13914402270989973,7.592988008926619e-17,686,686,NA,NA,"biotinidase (biotin), mitochondrial Neuron",biocyt[mN] + h2o[mN] --> btn[mN] + lys-L[mN],Neuron
BTNPLmNeuron,0.45720426091543437,4.745617505579137e-18,3141,3141,NA,NA,"holocarboxylase synthestase (biotin protein ligase), mitochondrial Neuron",apoC-Lys[mN] + btamp[mN] --> amp[mN] + apoC-Lys_btn[mN] + h[mN],Neuron
BTNPLmNeuron,0.45720426091543437,4.745617505579137e-18,3141,3141,NA,NA,"holocarboxylase synthestase (biotin protein ligase), mitochondrial Neuron",apoC-Lys[mN] + btamp[mN] --> amp[mN] + apoC-Lys_btn[mN] + h[mN],Neuron
BTNt2Neuron,0.1273593164257262,9.183942876889191e-16,6566,6566,NA,NA,Biotin reversible transport via proton symport Neuron,btn[I] + h[I] <=> btn[cN] + h[cN],Neuron
BTNt2mNeuron,0.6087027759543957,7.118426258368705e-18,6566,6566,NA,NA,"Biotin reversible transport via proton symport, mitochondria Neuron",btn[cN] + h[cN] <=> btn[mN] + h[mN],Neuron
BTNt2mNeuron,0.6087027759543957,7.118426258368705e-18,6566,6566,NA,NA,"Biotin reversible transport via proton symport, mitochondria Neuron",btn[cN] + h[cN] <=> btn[mN] + h[mN],Neuron
BTNt4iNeuron,0.12735931642428158,2.0288687839944374e-15,80704,80704,NA,NA,Biotin uptake (antiport) Neuron,btn[I] + h[cN] --> btn[cN] + h[I],Neuron
C160CPT2Neuron,0.03146638404229291,0.503599290500154,"1374, 1376",1376,NA,NA,C160 transport into the mitochondria Neuron,coa[mN] + pmtcrn[mN] --> crn[mN] + pmtcoa[mN],Neuron
C160CRNtNeuron,0.013468871825237847,0,788,788,NA,NA,C160 transport into the mitochondria Neuron,pmtcrn[cN] --> pmtcrn[mN],Neuron
C204CPT2Neuron,0.013659460971899141,0.503599290500154,1376,1376,NA,NA,arachidonic acid transport into the mitochondria Neuron,arachdcrn[mN] + coa[mN] --> arachdcoa[mN] + crn[mN],Neuron
C226CPT2Neuron,0.013659460971903495,0.503599290500154,1376,1376,NA,NA,C226 transport into the mitochondria Neuron,c226crn[mN] + coa[mN] --> c226coa[mN] + crn[mN],Neuron
C2M26DCOAHLmNeuron,0.1344429821827949,0,NA,"3030, 3032, 549",NA,NA,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m) Neuron",c2m26dcoa[mN] + h2o[mN] <=> 3h26dm5coa[mN],Neuron
CATmNeuron,0.14224027517903662,9.937035443500545e-16,847,847,NA,NA,catalase Neuron,2.0 h2o2[mN] --> 2.0 h2o[mN] + o2[mN],Neuron
CBLATmNeuron,0.46987268323036885,2.3728087527895683e-18,NA,166785,NA,NA,"cob(I)alamin adenosyltransferase, mitochondrial Neuron",atp[mN] + cbl1[mN] + h[mN] <=> adocbl[mN] + pppi[mN],Neuron
CDPDAGtmNeuron,0.013027948012988165,0,,,NA,NA,intracellular transport Neuron,cdpdag_hs[cN] <=> cdpdag_hs[mN],Neuron
CDSmNeuron,0.47514033734273114,0,"8760, 1040",8760,NA,NA,phosphatidate cytidylyltransferase Neuron,ctp[mN] + h[mN] + pa_hs[mN] --> cdpdag_hs[mN] + ppi[mN],Neuron
CDSmNeuron,0.47514033734273114,0,"8760, 1040",8760,NA,NA,phosphatidate cytidylyltransferase Neuron,ctp[mN] + h[mN] + pa_hs[mN] --> cdpdag_hs[mN] + ppi[mN],Neuron
CHSTEROLt3Neuron,0.040205184369927975,0,,,NA,NA,cholesterol intracellular transport Neuron,chsterol[cN] <=> chsterol[mN],Neuron
CHSTEROLt3Neuron,0.040205184369927975,0,"10948, 19, 64241, 64240",,NA,NA,cholesterol intracellular transport Neuron,chsterol[cN] <=> chsterol[mN],Neuron
CITRtmNeuron,0.012529134497403829,0,"83884, 10166",83884,NA,NA,citrulline mitochondrial transport via proton antiport Neuron,citr-L[mN] <=> citr-L[cN],Neuron
CITtamNeuron,0.004781127819075532,0,6576,6576,NA,NA,"citrate transport, mitochondrial Neuron",cit[cN] + mal-L[mN] <=> cit[mN] + mal-L[cN],Neuron
CITtbmNeuron,0.09515419634975185,3.0371952035706474e-16,6576,6576,NA,NA,"citrate transport, mitochondrial Neuron",cit[cN] + pep[mN] <=> cit[mN] + pep[cN],Neuron
CKNeuron,0.049694823763233385,0,"1160, 548596, 1159, 1152, 1158, 1633, 57419, 25769, 123041, 123041, 123041, 9187, 5105, 5106","1160, 1159, 5105",NA,NA,ATP Creatine kinase Neuron,atp[mN] + creat[mN] <=> adp[mN] + pcreat[mN],Neuron
CO2tNeuron,0.008195054671833813,0.5948953862997167,,,NA,NA,CO2 transporter via diffusion Neuron,co2[I] <=> co2[cN],Neuron
CO2tmNeuron,0.03150132562261608,0.5948953862997167,,,NA,NA,"CO2 transport (diffusion), mitochondrial Neuron",co2[cN] <=> co2[mN],Neuron
CO2tmNeuron,0.03150132562261608,0.5948953862997167,,,NA,NA,"CO2 transport (diffusion), mitochondrial Neuron",co2[cN] <=> co2[mN],Neuron
COQ3mNeuron,0.44475603003266695,0.3649308603518458,51805,51805,NA,NA,methyltransferase COQ3 Neuron,2dpmhobq[mN] + amet[mN] --> ahcys[mN] + h[mN] + q10[mN],Neuron
COQ5mNeuron,0.44482377551878505,1.0487814687329894e-15,,84274,NA,NA,Ubiquinone biosynthesis methyltransferase COQ5 Neuron,2dp6mobq[mN] + amet[mN] --> 2dp6mobq_me[mN] + ahcys[mN] + h[mN],Neuron
COQ6mNeuron,0.1411527781121992,5.576100569055485e-16,"51004, 51004",51004,NA,NA,Ubiquinone biosynthesis monooxgenase COQ6 Neuron,2dp6mep[mN] + o2[mN] --> 2dp6mobq[mN] + h2o[mN],Neuron
COQ7mNeuron,0.5168493958714838,2.3728087527895682e-17,10229,10229,NA,NA,Ubiquinone biosynthesis COQ7 Neuron,2dp6mobq_me[mN] + h[mN] + nadph[mN] + o2[mN] --> 2dpmhobq[mN] + h2o[mN] + nadp[mN],Neuron
COUCOAFmNeuron,0.06168436765615517,6.074390407141295e-16,,,NA,NA,p-coumaroyl-CoA formation Neuron,T4hcinnm[mN] + atp[mN] + coa[mN] --> amp[mN] + coucoa[mN] + ppi[mN],Neuron
CPPPGONeuron,0.09996267297239989,8.067549759484532e-16,1371,1371,NA,NA,coproporphyrinogen oxidase (O2 required) Neuron,cpppg3[cN] + 2.0 h[cN] + o2[cN] --> 2.0 co2[cN] + 2.0 h2o[cN] + pppg9[cN],Neuron
CRNtNeuron,0.01636051756225104,0,"788, 6510, 6584, 6583","788, 6584",NA,NA,L-carnitine reversible transport Neuron,crn[I] <=> crn[cN],Neuron
CRNtimNeuron,0.03473775962355249,0,"788, 6510, 6584, 6583",788,NA,NA,L-carnitine transport out of mitochondria via diffusion Neuron,crn[mN] --> crn[cN],Neuron
CRNtimNeuron,0.03473775962355249,0,788,788,NA,NA,L-carnitine transport out of mitochondria via diffusion Neuron,crn[mN] --> crn[cN],Neuron
CSNAT2mNeuron,0.01856690893809474,0,1384,1384,NA,NA,"carnitine O-aceyltransferase, mitochondrial Neuron",coa[mN] + pcrn[mN] <=> crn[mN] + ppcoa[mN],Neuron
CSNATmNeuron,0.03148849879869,0,1384,1384,NA,NA,"carnitine O-aceyltransferase, mitochondrial Neuron",acrn[mN] + coa[mN] <=> accoa[mN] + crn[mN],Neuron
CSmNeuron,0.5763608044245774,0.40833999354103956,"84532, 1431, 1431, 160728, 1576, 1558, 1565, 1577, 5446","84532, 1431",NA,NA,citrate synthase Neuron,accoa[mN] + h2o[mN] + oaa[mN] --> cit[mN] + coa[mN] + h[mN],Neuron
CYANSTmNeuron,0.5932551117280516,2.3490806652616724e-16,NA,7263,NA,NA,"Cyanide sulfurtransferase, mitochondrial Neuron",cyan[mN] + tsul[mN] --> h[mN] + so3[mN] + tcynt[mN],Neuron
CYANtNeuron,0.015808934138086633,0,,,NA,NA,Cyanide transport via diffusion (extracellular to cytosol) Neuron,cyan[I] <=> cyan[cN],Neuron
CYANtmNeuron,0.038210596617163424,0,,,NA,NA,Cyanide transport via diffusion (mitochondrial) Neuron,cyan[cN] <=> cyan[mN],Neuron
CYANtmNeuron,0.038210596617163424,0,,,NA,NA,Cyanide transport via diffusion (mitochondrial) Neuron,cyan[cN] <=> cyan[mN],Neuron
CYSGLUexRNeuron,0,6.074390407141295e-16,"6520, 56301, 8140","6520, 56301",NA,NA,L-cysteine/L-glutamine reversible exchanger Neuron,cys-L[I] + gln-L[cN] --> cys-L[cN] + gln-L[I],Neuron
CYSGLYexRNeuron,6.044406628685339e-4,2.9731089499024945e-15,"6520, 56301, 23428, 23428","6520, 56301",NA,NA,L-cysteine/glycine reversible exchanger Neuron,cys-L[cN] + gly[I] <=> cys-L[I] + gly[cN],Neuron
CYSONeuron,0.07061870771026756,4.7456175055791365e-17,1036,1036,NA,NA,cysteine oxidase Neuron,cys-L[cN] + o2[cN] --> 3sala[cN] + 2.0 h[cN],Neuron
CYSTAmNeuron,0.01506104606410883,0,"2805, 11136, 6519",2806,NA,NA,cysteine transaminase (mitochondrial) Neuron,akg[mN] + cys-L[mN] <=> glu-L[mN] + mercppyr[mN],Neuron
CYStecNeuron,0.002026530862932274,2.681225149558411e-15,124935,124935,NA,NA,L-cysteine transport via diffusion (extracellular to cytosol) Neuron,cys-L[I] <=> cys-L[cN],Neuron
CYTK1mNeuron,0.03085572777269912,0,129607,51727,NA,NA,"cytidylate kinase (CMP),mitochondrial Neuron",atp[mN] + cmp[mN] <=> adp[mN] + cdp[mN],Neuron
CYTK1mNeuron,0.03085572777269912,0,"51727, 129607",51727,NA,NA,"cytidylate kinase (CMP),mitochondrial Neuron",atp[mN] + cmp[mN] <=> adp[mN] + cdp[mN],Neuron
D-LACt2Neuron,0.12735931642705092,2.845094663209406e-32,NA,"6566, 9194, 9123",NA,NA,D-lactate transport via proton symport Neuron,h[I] + lac-D[I] <=> h[cN] + lac-D[cN],Neuron
D-LACtmNeuron,0.6020573404325112,9.491235011158273e-18,NA,6566,NA,NA,"D-lactate transport, mitochondrial Neuron",h[cN] + lac-D[cN] <=> h[mN] + lac-D[mN],Neuron
DDPGAmNeuron,0.0057953737458720685,1.5185976017853237e-16,,,NA,NA,"2-dehydro-3-deoxy-phosphogluconate aldolase, mitochondrial Neuron",4h2oglt[mN] <=> glx[mN] + pyr[mN],Neuron
DECDPtmNeuron,0.08551885804022072,0,,,NA,NA,"lipid, flip-flop intracellular transport Neuron",decdp[cN] <=> decdp[mN],Neuron
DGNSKmNeuron,0.5441423695574948,4.745617505579137e-18,"1716, 1716, 1716, 1716, 1716",1716,NA,NA,deoxyguanosine kinase Neuron,atp[mN] + dgsn[mN] --> adp[mN] + dgmp[mN] + h[mN],Neuron
DGSNtNeuron,0.01150194634009209,0,3177,,NA,NA,deoyguanosine transport via diffusion Neuron,dgsn[I] <=> dgsn[cN],Neuron
DGSNtmNeuron,0.03398582798581249,0,3177,,NA,NA,deoyguanosine transport in mitochondria Neuron,dgsn[cN] <=> dgsn[mN],Neuron
DGSNtmNeuron,0.03398582798581249,0,,,NA,NA,deoyguanosine transport in mitochondria Neuron,dgsn[cN] <=> dgsn[mN],Neuron
DHDPBMTmNeuron,0.4394672216587985,1.3430097540788956e-15,51805,51805,NA,NA,dihydroxydecaprenylbenzoate methyltransferase Neuron,3dpdhb[mN] + amet[mN] --> 3dpdhb_me[mN] + ahcys[mN] + h[mN],Neuron
DHFtmNeuron,0.040728111880661756,0,,,NA,NA,dihydrofolate reversible mitochondrial transport Neuron,dhf[cN] <=> dhf[mN],Neuron
DMGDHmNeuron,0.2832269709453717,1.8982470022316547e-17,29958,29958,NA,NA,"dimethylglycine dehydrogenase, mitochondrial Neuron",dmgly[mN] + fad[mN] + h2o[mN] --> fadh2[mN] + fald[mN] + sarcs[mN],Neuron
DMGtmNeuron,0.04947679629886646,0,,,NA,NA,dimethylglycine transport via diffusion (cytosol to mitochondria) Neuron,dmgly[cN] <=> dmgly[mN],Neuron
DPHMBDCmNeuron,0.46586607516054923,2.6338177155964213e-16,,,NA,NA,3-Decaprenyl-4-hydroxy-5-methoxybenzoate  decarboxylation Neuron,3dpdhb_me[mN] + h[mN] --> 2dp6mep[mN] + co2[mN],Neuron
DURIK1mNeuron,0.47855491718078047,0.15069627744127104,"7083, 7084",7084,NA,NA,"deoxyuridine kinase (ATP:Deoxyuridine), mitochondrial Neuron",atp[mN] + duri[mN] --> adp[mN] + dump[mN] + h[mN],Neuron
DURIK1mNeuron,0.47855491718078047,0.15069627744127104,7084,7084,NA,NA,"deoxyuridine kinase (ATP:Deoxyuridine), mitochondrial Neuron",atp[mN] + duri[mN] --> adp[mN] + dump[mN] + h[mN],Neuron
DUTPDPmNeuron,0.5300052739288142,0.15069627744127118,"3704, 1854",1854,NA,NA,dUTP diphosphatase Neuron,dutp[mN] + h2o[mN] --> dump[mN] + h[mN] + ppi[mN],Neuron
DUTPDPmNeuron,0.5300052739288142,0.15069627744127118,"3704, 1854",1854,NA,NA,dUTP diphosphatase Neuron,dutp[mN] + h2o[mN] --> dump[mN] + h[mN] + ppi[mN],Neuron
ECOAH12mNeuron,0.1344337923745928,1.0039196743396377e-29,"3032, 3030, 1892","3030, 3032, 1892",NA,NA,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria) Neuron,2mp2coa[mN] + h2o[mN] <=> 3hibutcoa[mN],Neuron
ECOAH1mNeuron,0.13363677358581819,0,"3032, 3030, 1892, 549","3030, 3032, 549, 1892",NA,NA,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (mitochondria) Neuron,3hbcoa[mN] <=> b2coa[mN] + h2o[mN],Neuron
ECOAH9mNeuron,0.14055370838938874,2.8416077817186307e-30,"3032, 3030, 1892","3030, 3032, 1892",NA,NA,"2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA), mitochondrial Neuron",2mb2coa[mN] + h2o[mN] <=> 3hmbcoa[mN],Neuron
EHGLAT2mNeuron,0.006875462919422519,0,2806,2806,NA,NA,"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase 2, mitochondrial Neuron",e4hglu[mN] + oaa[mN] --> 4h2oglt[mN] + asp-L[mN],Neuron
EHGLATmNeuron,0.01975006031121847,0,2806,2806,NA,NA,"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, mitochondrial Neuron",akg[mN] + e4hglu[mN] --> 4h2oglt[mN] + glu-L[mN],Neuron
ETFNeuron,0.014024532401512486,0.40833999354103945,"2109, 2109, 2108, 2110, 2168","2109, 2108",NA,NA,electron transfer flavoprotein Neuron,etfox[mN] + fadh2[mN] --> etfrd[mN] + fad[mN],Neuron
ETFQONeuron,0.02135116468485499,0.40833999354103945,"2109, 2109, 2108, 2110, 2168",2110,NA,NA,Electron transfer flavoprotein-ubiquinone oxidoreductase Neuron,etfrd[mN] + q10[mN] --> etfox[mN] + q10h2[mN],Neuron
ETFQONeuron,0.02135116468485499,0.40833999354103945,2110,2110,NA,NA,Electron transfer flavoprotein-ubiquinone oxidoreductase Neuron,etfrd[mN] + q10[mN] --> etfox[mN] + q10h2[mN],Neuron
ETOHMONeuron,0.08468907997769795,0.43212301374922035,1571,1571,NA,NA,ethanol monooxygenase Neuron,etoh[cN] + h[cN] + nadph[cN] + o2[cN] --> acald[cN] + 2.0 h2o[cN] + nadp[cN],Neuron
ETOHtNeuron,0.0030543564858963317,0,,,NA,NA,ethanol reversible transport Neuron,etoh[I] <=> etoh[cN],Neuron
FALDtmNeuron,0.04947679630237956,0,,,NA,NA,formaldehyde transport via diffusion (mitochondrial) Neuron,fald[mN] <=> fald[cN],Neuron
FCLTmNeuron,0.48800594457391677,7.782812709149784e-16,"2235, 2235",2235,NA,NA,"Ferrochelatase, mitochondrial Neuron",fe2[mN] + ppp9[mN] --> 2.0 h[mN] + pheme[mN],Neuron
FE2tmNeuron,0.6246828401964147,0,,,NA,NA,iron (II) transport Neuron,fe2[cN] + h[cN] --> fe2[mN] + h[mN],Neuron
FE2tmNeuron,0.6246828401964147,0,,,NA,NA,iron (II) transport Neuron,fe2[cN] + h[cN] --> fe2[mN] + h[mN],Neuron
FORt2mNeuron,0.0434041662830348,2.8473705033475493e-17,,,NA,NA,formate mitochondrial transport Neuron,for[mN] <=> for[cN],Neuron
FPGS2mNeuron,0.526709152276193,4.318511930077015e-16,2356,2356,NA,NA,"folylpolyglutamate synthetase, mitochondrial Neuron",5thf[mN] + atp[mN] + glu-L[mN] --> 6thf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS2mNeuron,0.526709152276193,4.318511930077015e-16,2356,2356,NA,NA,"folylpolyglutamate synthetase, mitochondrial Neuron",5thf[mN] + atp[mN] + glu-L[mN] --> 6thf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS2mNeuron,0.526709152276193,4.318511930077015e-16,2356,2356,NA,NA,"folylpolyglutamate synthetase, mitochondrial Neuron",5thf[mN] + atp[mN] + glu-L[mN] --> 6thf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS3mNeuron,0.5423529232685311,4.318511930077015e-16,2356,2356,NA,NA,"folylpolyglutamate synthetase, mitochondrial Neuron",6thf[mN] + atp[mN] + glu-L[mN] --> 7thf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS3mNeuron,0.5423529232685311,4.318511930077015e-16,2356,2356,NA,NA,"folylpolyglutamate synthetase, mitochondrial Neuron",6thf[mN] + atp[mN] + glu-L[mN] --> 7thf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS3mNeuron,0.5423529232685311,4.318511930077015e-16,2356,2356,NA,NA,"folylpolyglutamate synthetase, mitochondrial Neuron",6thf[mN] + atp[mN] + glu-L[mN] --> 7thf[mN] + adp[mN] + h[mN] + pi[mN],Neuron
FPGS4mNeuron,0.5517805118015765,7.023513908257123e-16,2356,2356,NA,NA,"folylpolyglutamate synthetase (DHF), mitochondrial Neuron",4.0 atp[mN] + dhf[mN] + 4.0 glu-L[mN] --> 5dhf[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],Neuron
